file,model,table,measure,expression,description,formatString,lineageTag
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\performance_metric_2.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,performance_metric_2,meas.performance_metric_value_secondary_avg,"var pre_agg_tbl_by_rep = SUMMARIZECOLUMNS(
						users[trueai_full_name],
						""Perf_Metric_Pre_Agg"", [meas.performance_metric_value_secondary]
						
			)
			var perf_metric_average_per_rep = AVERAGEX( pre_agg_tbl_by_rep , [Perf_Metric_Pre_Agg] )
			
			RETURN perf_metric_average_per_rep",Average of performance metric value secondary avg. Respects the current filter context.,,cdb4ea0c-3075-4dac-96cb-ece8e07648d3
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\performance_metric_2.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,performance_metric_2,meas.performance_metric_value_secondary_sum,"var pre_agg_tbl_by_rep = SUMMARIZECOLUMNS(
						users[trueai_full_name],
						""Perf_Metric_Pre_Agg"", [meas.performance_metric_value_secondary]
						
			)
			var perf_metric_average_per_rep = SUMX( pre_agg_tbl_by_rep , [Perf_Metric_Pre_Agg] )
			
			RETURN perf_metric_average_per_rep",Measure calculating performance metric value secondary sum. Respects the current filter context.,,950ff1b5-8c2d-4687-860a-375a40ff9be1
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\performance_metric_2.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,performance_metric_2,meas.performance_metric_value_secondary_min,"var pre_agg_tbl_by_rep = SUMMARIZECOLUMNS(
						users[trueai_full_name],
						""Perf_Metric_Pre_Agg"", [meas.performance_metric_value_secondary]
						
			)
			var perf_metric_average_per_rep = MINX( pre_agg_tbl_by_rep , [Perf_Metric_Pre_Agg] )
			
			RETURN perf_metric_average_per_rep",Measure calculating performance metric value secondary min. Respects the current filter context.,,34d83961-544e-412e-be8c-c9395d4aa77d
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\performance_metric_2.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,performance_metric_2,meas.performance_metric_value_secondary_max,"var pre_agg_tbl_by_rep = SUMMARIZECOLUMNS(
									users[trueai_full_name],
									""Perf_Metric_Pre_Agg"", [meas.performance_metric_value_secondary]
									
						)
						var perf_metric_average_per_rep = MAXX( pre_agg_tbl_by_rep , [Perf_Metric_Pre_Agg] )
						
						RETURN perf_metric_average_per_rep",Measure calculating performance metric value secondary max. Respects the current filter context.,,0be383e4-533d-4470-af71-1c5083100cd1
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\performance_metric_2.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,performance_metric_2,meas.performance_metric_value_secondary_count,"var pre_agg_tbl_by_rep = SUMMARIZECOLUMNS(
									users[trueai_full_name],
									""Perf_Metric_Pre_Agg"", [meas.performance_metric_value_secondary]
									
						)
						var perf_metric_average_per_rep = COUNTROWS(pre_agg_tbl_by_rep)
						
						RETURN perf_metric_average_per_rep",Count of performance metric value secondary count. Respects the current filter context.,0,f4977a8c-d096-4d98-9c5d-8c41fad1c792
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\performance_metric_2.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,performance_metric_2,meas.performance_metric_value_secondary_median,"var pre_agg_tbl_by_rep = SUMMARIZECOLUMNS(
									users[trueai_full_name],
									""Perf_Metric_Pre_Agg"", [meas.performance_metric_value_secondary]
									
						)
						var perf_metric_average_per_rep = MEDIANX( pre_agg_tbl_by_rep , [Perf_Metric_Pre_Agg] )
						
						RETURN perf_metric_average_per_rep",Measure calculating performance metric value secondary median. Respects the current filter context.,,31c06472-5fe4-41fb-ac2a-12a3b48cecdc
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\performance_metric_2.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,performance_metric_2,meas.performance_metric_value_secondary_std_deviation,"var pre_agg_tbl_by_rep = SUMMARIZECOLUMNS(
									users[trueai_full_name],
									""Perf_Metric_Pre_Agg"", [meas.performance_metric_value_secondary]
									
						)
						var perf_metric_average_per_rep = STDEVX.P( pre_agg_tbl_by_rep , [Perf_Metric_Pre_Agg] )
						
						RETURN perf_metric_average_per_rep",Measure calculating performance metric value secondary std deviation. Respects the current filter context.,,3b1b8cd0-2374-4a50-b64c-e654c08beab7
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\performance_metric_2.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,performance_metric_2,meas.performance_metric_secondary_name,,Measure calculating performance metric secondary name. Respects the current filter context.,,b2cc8052-29dc-43dd-a789-8986c9d2279e
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\performance_metric_2.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,performance_metric_2,meas.concat_selected_perf_metric1_and_metric2_names,,Measure calculating concat selected perf metric1 and metric2 names. Respects the current filter context.,,7147359b-ba6f-4f9e-9d05-8114cb4716d9
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\performance_metric_2.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,performance_metric_2,meas.performance_metric_sort_select_dynamic_slicer_label,,Measure calculating performance metric sort select dynamic slicer label. Respects the current filter context.,,bbcf69ec-f473-4b69-a5f8-37b37473c7dc
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\performance_metric_2.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,performance_metric_2,meas.performance_metric_value_secondary_avg_peer,"CALCULATE(
			        VAR tbl = SUMMARIZECOLUMNS(
			            users[trueai_full_name],
			            ""Measure_Pre_AGG"",[meas.performance_metric_value_secondary]
			        )
			        RETURN AVERAGEX( tbl , [Measure_Pre_AGG] ),
			        REMOVEFILTERS(users[trueai_full_name]) 
			    )",Average of performance metric value secondary avg peer. Respects the current filter context.,,09a66bc0-4343-41c5-8db0-15036c77ca6b
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\performance_metric_2.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,performance_metric_2,meas.performance_metric_value_secondary_count_peer,"CALCULATE(
			        VAR tbl = SUMMARIZECOLUMNS(
			            users[trueai_full_name],
			            ""Measure_Pre_AGG"",[meas.performance_metric_value_secondary]
			        )
			        RETURN COUNTROWS( tbl ),
			        REMOVEFILTERS(users[trueai_full_name]) 
			    )",Count of performance metric value secondary count peer. Respects the current filter context.,0,174ccbee-dd5d-466d-8997-cb21c56591a6
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\performance_metric_2.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,performance_metric_2,meas.performance_metric_value_secondary_max_peer,"CALCULATE(
			        VAR tbl = SUMMARIZECOLUMNS(
			            users[trueai_full_name],
			            ""Measure_Pre_AGG"",[meas.performance_metric_value_secondary]
			        )
			        RETURN MAXX( tbl , [Measure_Pre_AGG] ),
			        REMOVEFILTERS(users[trueai_full_name]) 
			    )",Measure calculating performance metric value secondary max peer. Respects the current filter context.,,f4edecda-db6a-44bf-8661-1bd97f613522
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\performance_metric_2.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,performance_metric_2,meas.performance_metric_value_secondary_median_peer,"CALCULATE(
			        VAR tbl = SUMMARIZECOLUMNS(
			            users[trueai_full_name],
			            ""Measure_Pre_AGG"",[meas.performance_metric_value_secondary]
			        )
			        RETURN MEDIANX( tbl , [Measure_Pre_AGG] ),
			        REMOVEFILTERS(users[trueai_full_name]) 
			    )",Measure calculating performance metric value secondary median peer. Respects the current filter context.,,942d3f9b-4b44-4ce5-b768-5d868641fccb
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\performance_metric_2.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,performance_metric_2,meas.performance_metric_value_secondary_min_peer,"CALCULATE(
			        VAR tbl = SUMMARIZECOLUMNS(
			            users[trueai_full_name],
			            ""Measure_Pre_AGG"",[meas.performance_metric_value_secondary]
			        )
			        RETURN MINX( tbl , [Measure_Pre_AGG] ),
			        REMOVEFILTERS(users[trueai_full_name]) 
			    )",Measure calculating performance metric value secondary min peer. Respects the current filter context.,,a754c1d1-7d08-406d-9e1f-394f152d4bb2
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\performance_metric_2.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,performance_metric_2,meas.performance_metric_value_secondary_std_dev_peer,"CALCULATE(
			        VAR tbl = SUMMARIZECOLUMNS(
			            users[trueai_full_name],
			            ""Measure_Pre_AGG"",[meas.performance_metric_value_secondary]
			        )
			        RETURN STDEVX.P( tbl , [Measure_Pre_AGG] ),
			        REMOVEFILTERS(users[trueai_full_name]) 
			    )",Measure calculating performance metric value secondary std dev peer. Respects the current filter context.,,1a18f0ce-899f-497e-8b64-b06366ab6ae1
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\performance_metric_2.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,performance_metric_2,meas.performance_metric_value_secondary_sum_peer,"CALCULATE(
			        VAR tbl = SUMMARIZECOLUMNS(
			            users[trueai_full_name],
			            ""Measure_Pre_AGG"",[meas.performance_metric_value_secondary]
			        )
			        RETURN SUMX( tbl , [Measure_Pre_AGG] ),
			        REMOVEFILTERS(users[trueai_full_name]) 
			    )",Measure calculating performance metric value secondary sum peer. Respects the current filter context.,,ef0385c9-a10c-4817-b0d9-07b6ef3ff713
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\products.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,products,meas.product_family_unique_accounts,,Count of product family unique accounts. Respects the current filter context.,0,67ed0c15-661b-48cc-bce6-2ad1c8b456eb
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\products.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,products,meas.product_family_unique_deals,,Measure calculating product family unique deals. Respects the current filter context.,0,3669683d-1215-4526-8258-d717340b2d21
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\products.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,products,meas.product_family_total_price,"CALCULATE(
			    SUM(
			        opp_line_items[trueai_total_price]              // get the total sum 
			    )
			)",Measure calculating product family total price. Respects the current filter context.,"\$#,0;(\$#,0);\$#,0",fa69cd79-aadb-49d4-8bb8-5518cdbb2364
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\products.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,products,meas.product_family_avg_qty,"CALCULATE(
			    AVERAGE(
			        opp_line_items[trueai_qty]      // get the average qty of the opp line items 
			    )
			)",Average of product family avg qty. Respects the current filter context.,0.00,2827e35a-98ac-4e68-8efb-3d73c5ab166f
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\products.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,products,meas.product_family_avg_list_price,,Average of product family avg list price. Respects the current filter context.,"\$#,0;(\$#,0);\$#,0",0d5c6350-bece-4e5f-87ca-f565b988385a
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\products.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,products,meas.product_family_avg_unit_price,,Average of product family avg unit price. Respects the current filter context.,"\$#,0.###############;(\$#,0.###############);\$#,0.###############",bd2bbeee-6bb7-48fc-8714-76c18e5150e1
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\products.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,products,meas.product_family_total_list_price,,Measure calculating product family total list price. Respects the current filter context.,"\$#,0.###############;(\$#,0.###############);\$#,0.###############",a5428bcf-0692-491a-946c-1a037fba6693
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\products.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,products,meas.product_family_avg_sales_cycle,,Average of product family avg sales cycle. Respects the current filter context.,"#,##0"" Days""",ba65f774-c476-469e-9c7f-e1d29bc0b6c7
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\products.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,products,meas.product_family_avg_time_spent_hrs,,Average of product family avg time spent hrs. Respects the current filter context.,"#,##0.0"" hrs""",19ae53ea-a862-4988-a9da-c1a0779cfa31
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\products.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,products,meas.product_family_total_time_spent_hrs,"CALCULATE(
			    SUMX(
			        ssr_history,
			        ssr_history[stkhlds_all_adj_dur]        // get the total adjusted duration of the stkhlds
			    )
			)/3600      // convert the duration into hrs",Measure calculating product family total time spent hrs. Respects the current filter context.,"#,##0"" hrs""",ee99d7e9-07ee-406a-bba8-27a51c0e95c5
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\products.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,products,meas.product_family_booking_pct,"var total_price = CALCULATE(
			    SUM(
			        opp_line_items[trueai_total_price]              // get the total sum  removing all filters
			    ),
			    ALL(opp_line_items)
			)
			
			var _prodct_price = [meas.product_family_total_price]   // get the product price 
			
			var res = DIVIDE(
			    _prodct_price,
			    total_price,
			    0
			)       // get the ratio
			
			RETURN
			res",Rate of product family booking pct. Respects the current filter context.,0.0%;-0.0%;0.0%,28d441be-1f36-40c1-91fb-b4d6a82b39bc
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\products.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,products,meas.product_family_account_penetration_pct,,Rate of product family account penetration pct. Respects the current filter context.,0%;-0%;0%,29489642-76e8-4b94-b39a-8201d290eba8
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\products.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,products,meas.product_family_included_won_deals_pct,"var _total_deals = CALCULATE(
			    DISTINCTCOUNT(
			        opps[_sys_doc_id]   // get the disticnt count of _sys_doc_id as unique deals removed all filtrs from product table
			    ),
			    ALL(products)
			)
			
			var _deals = [meas.product_family_unique_deals]         // get the unique counts product wise
			
			var res = DIVIDE(
			    _deals,
			    _total_deals,       // get the ratio 
			    0
			)
			
			RETURN
			res",Rate of product family included won deals pct. Respects the current filter context.,0%;-0%;0%,146208f2-5b08-4bbb-bcca-b7800a76fd98
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\products.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,products,meas.product_family_all_won_deals,,Measure calculating product family all won deals. Respects the current filter context.,0,b0aefd2a-0119-4726-9652-18e4338db9f0
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\products.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,products,meas.product_family_win_deals_pct,,Rate of product family win deals pct. Respects the current filter context.,0%;-0%;0%,fdb3ea90-281d-45fb-ba9b-7487dad25a15
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\products.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,products,meas.product_family_avg_expected_win_rate_pct,,Rate of product family avg expected win rate pct. Respects the current filter context.,0%;-0%;0%,f8724243-e37e-4281-a0a3-268b9b9e1162
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\quality_buckets.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,quality_buckets,meas.quality_bucket_prob_lower_pct,,Rate of quality bucket prob lower pct. Respects the current filter context.,0%;-0%;0%,51f547a1-e575-4c80-b95a-e1444bf7b404
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\quality_buckets.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,quality_buckets,meas.quality_bucket_prob_upper_pct,,Rate of quality bucket prob upper pct. Respects the current filter context.,0%;-0%;0%,804c34d9-baa9-4dec-9223-5c86c07029e6
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\quality_buckets.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,quality_buckets,meas.quality_buckets_step_name,CALCULATE(MAX(quality_buckets[step_name]))     // get the quality bucket step name,Measure calculating quality buckets step name. Respects the current filter context.,,46d3abd7-9013-430f-8f05-1db9082e79d7
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\quality_buckets.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,quality_buckets,meas.quality_bucket__new_logo_r2,,Measure calculating quality bucket new logo r2. Respects the current filter context.,,3321638e-7673-4a69-89ca-5175775dbc2e
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\quality_buckets.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,quality_buckets,meas.quality_bucket_existing_customer_selling_r2,,Measure calculating quality bucket existing customer selling r2. Respects the current filter context.,,8be25c12-58a6-4b02-af77-6f700d976268
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\quality_buckets.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,quality_buckets,meas.quality_bucket__prospecting_r2,,Measure calculating quality bucket prospecting r2. Respects the current filter context.,,f62742ff-57c9-41df-a05e-bc50046ba3b2
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\quality_buckets.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,quality_buckets,meas.quality_bucket_post_sales_r2,,Measure calculating quality bucket post sales r2. Respects the current filter context.,,2d96f807-9b57-48be-b2e6-abb70ea6a4aa
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\quality_buckets.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,quality_buckets,meas.quality_bucket_new_logo_auc,"var latestDate = CALCULATE(MAX(companies_history[_sys_filt_end_date])) // getting the maximum date
			var res =  CALCULATE(MAX(companies_history[di_pred_new_logo_auc]), companies_history[_sys_filt_end_date]=latestDate) // get the prospecting auc filtered with latest date
			RETURN res",Measure calculating quality bucket new logo auc. Respects the current filter context.,,2a48bb26-6bc9-43a8-bb65-e6c548ee2d91
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\quality_buckets.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,quality_buckets,meas.quality_bucket_existing_customer_selling_auc,"var latestDate = CALCULATE(MAX(companies_history[_sys_filt_end_date])) // getting the maximum date
			var res =  CALCULATE(MAX(companies_history[di_pred_existing_customer_selling_auc]), companies_history[_sys_filt_end_date]=latestDate) // get the existing customer selling  auc filtered with latest date
			RETURN res",Measure calculating quality bucket existing customer selling auc. Respects the current filter context.,,1fe4abde-0a9b-47a2-bcbe-c9dfdf21e7bc
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\quality_buckets.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,quality_buckets,meas.quality_bucket_prospecting_auc,"var latestDate = CALCULATE(MAX(companies_history[_sys_filt_end_date])) // getting the maximum date
			var res =  CALCULATE(MAX(companies_history[di_pred_prospecting_auc]), companies_history[_sys_filt_end_date]=latestDate) // get the prospecting auc filtered with latest date
			RETURN res",Measure calculating quality bucket prospecting auc. Respects the current filter context.,,032ad037-65a1-4cd9-9aa2-99f6d07577bc
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\quality_buckets.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,quality_buckets,meas.quality_bucket_post_sales_auc,,Measure calculating quality bucket post sales auc. Respects the current filter context.,,71a5b534-d895-493e-a065-a8b78a8d49c4
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\quality_buckets.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,quality_buckets,meas.quality_buckets_bucket_name,,Measure calculating quality buckets bucket name. Respects the current filter context.,,7bc22605-1491-40ef-ad18-3d7d51fb3b73
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\quality_buckets.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,quality_buckets,meas.quality_bucket_min_max,"var bucket = CALCULATE(
			    MAX(quality_buckets[bucket])		// get the bucket name
			)
			var res =bucket & "" "" & ""("" & FORMAT(quality_buckets[meas.quality_bucket_prob_lower_pct], ""0%"") & ""-"" & FORMAT(quality_buckets[meas.quality_bucket_prob_upper_pct],""#%"") & "")""  // adding min and max tier pct values with bucket name. for min and max tier, used format to get the % values ol.quality_bucket_min_max 
			RETURN
			IF(
			    HASONEVALUE(quality_buckets[bucket]),
			    res,
			    ""Total""
			)",Measure calculating quality bucket min max. Respects the current filter context.,,a7e3d12f-8c5b-478f-91f3-ecdf3ab6735d
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\quality_buckets.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,quality_buckets,meas.lead_gen_success_count,,Count of lead gen success count. Respects the current filter context.,0,ca5647bf-a3de-4e1a-a9e1-2efa0309bb2e
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\quality_buckets.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,quality_buckets,meas.quality_bucket_conditional_background_color,"var bucket_val = CALCULATE(MAX(quality_buckets[bucket]))
			
			RETURN
			SWITCH(
			    True(),
			    CONTAINSSTRING(bucket_val, ""Lowest""),1,
			    CONTAINSSTRING(bucket_val, ""Low""),2,
			    CONTAINSSTRING(bucket_val, ""Mid""),3,        // get a condition for creating a background color in the table visual
			    CONTAINSSTRING(bucket_val, ""High""),4,
			    CONTAINSSTRING(bucket_val, ""Highest""),5
			)",Measure calculating quality bucket conditional background color. Respects the current filter context.,0,c65fc392-be42-4abe-ae4b-fa852cad8d1b
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\quality_buckets.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,quality_buckets,meas.quality_bucket_combined_r2,"VAR _step_name = CALCULATE(MAX(ssr_history[step_name]))
			var latestDate = CALCULATE(MAX(companies_history[_sys_filt_end_date])) // getting the maximum date
			var pros_r2 =  CALCULATE(AVERAGE(companies_history[di_pred_prospecting_r2]), companies_history[_sys_filt_end_date]=latestDate) // get the r2 filtered with latest date
			var new_logo_r2 =  CALCULATE(AVERAGE(companies_history[di_pred_new_logo_r2]), companies_history[_sys_filt_end_date]=latestDate)  // new logo r2
			var post_sales_r2 =  CALCULATE(AVERAGE(companies_history[di_pred_post_sales_r2]), companies_history[_sys_filt_end_date]=latestDate) // post sales r2
			var existing_customer_r2 =  CALCULATE(AVERAGE(companies_history[di_pred_existing_customer_selling_r2]), companies_history[_sys_filt_end_date]=latestDate) // get the existing customer r2
			RETURN 
			SWITCH(
			    TRUE(),
			    _step_name = ""Prospecting"", pros_r2,
			    _step_name = ""New Logo Selling"", new_logo_r2,
			    _step_name = ""Post-Sales Support"", post_sales_r2,
			    _step_name = ""Existing Customer Selling"", existing_customer_r2
			)",Measure calculating quality bucket combined r2. Respects the current filter context.,,e85e9ade-6570-405a-87b5-e90f60242da8
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\quality_buckets.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,quality_buckets,meas.quality_bucket_combined_auc,"VAR _step_name = CALCULATE(MAX(ssr_history[step_name]))
			var latestDate = CALCULATE(MAX(companies_history[_sys_filt_end_date])) // getting the maximum date
			var pros_auc =  CALCULATE(AVERAGE(companies_history[di_pred_prospecting_auc]), companies_history[_sys_filt_end_date]=latestDate) // get the r2 filtered with latest date
			var new_logo_auc =  CALCULATE(AVERAGE(companies_history[di_pred_new_logo_auc]), companies_history[_sys_filt_end_date]=latestDate) //get new logo auc
			var post_sales_auc =  CALCULATE(AVERAGE(companies_history[di_pred_post_sales_auc]), companies_history[_sys_filt_end_date]=latestDate)   // post sales auc
			var existing_customer_auc =  CALCULATE(AVERAGE(companies_history[di_pred_existing_customer_selling_auc]), companies_history[_sys_filt_end_date]=latestDate) // get the existing customer selling auc
			RETURN 
			SWITCH(
			    TRUE(),
			    _step_name = ""Prospecting"", pros_auc,
			    _step_name = ""New Logo Selling"", new_logo_auc,
			    _step_name = ""Post-Sales Support"", post_sales_auc,         
			    _step_name = ""Existing Customer Selling"", existing_customer_auc
			)",Measure calculating quality bucket combined auc. Respects the current filter context.,,f42014d2-b4fb-43f7-840f-921245d4bf16
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\quality_buckets.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,quality_buckets,meas.quality_bucket_conditional_r2,"var pros_r2 = [meas.quality_bucket__prospecting_r2]
			var new_r2 = [meas.quality_bucket__new_logo_r2]
			var post_r2 = [meas.quality_bucket_post_sales_r2]
			var exist_r2 = [meas.quality_bucket_existing_customer_selling_r2]
			
			var step_name = CALCULATE(MAX(ssr_history[step_name]))
			
			var r2_score = SWITCH(
			    TRUE(),
			    step_name = ""Prospecting"" || step_name = ""Untouched"" ,pros_r2,
			    step_name = ""New Logo Selling"", new_r2,
			    step_name = ""Post-Sales Support"", post_r2,
			    step_name = ""Existing Customer Selling"", exist_r2
			)
			
			var _conf = ROUND(r2_score*100, 0)
			
			var _status_ = 
			    IF(
			    _conf >= 0 && _conf <= 49, ""Limited"",
			        IF(
			            _conf >=50 && _conf <= 74, ""Fair"",
			            IF(
			                _conf >=75 && _conf <= 84, ""Good"",
			                IF(
			                    _conf >=85 && _conf <= 94, ""Great"",
			                    ""Excellent""
			                )
			            )
			        )
			)
			
			
			
			RETURN 
			IF(
			    _conf <>0,
			    _status_ & "" ("" & _conf & "")""  // Convert _conf to integer text format
			)",Measure calculating quality bucket conditional r2. Respects the current filter context.,,25e9c210-f17e-479a-9f65-8acce3eeb3c7
