file,model,table,description,lineageTag
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_a04e42e5-ea35-4cc7-9b58-ee916924399c.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_a04e42e5-ea35-4cc7-9b58-ee916924399c,,8f11dc91-2396-4b95-ba9c-54a47278520f
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_a0bc9604-593d-4512-b508-3aae0c2d85ac.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_a0bc9604-593d-4512-b508-3aae0c2d85ac,,f5aa5ba0-d1d0-4122-bc93-09d96cb4ea84
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_a198dea3-dde3-44d8-b645-36f8d3790251.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_a198dea3-dde3-44d8-b645-36f8d3790251,,77f4760b-617b-4241-b4a1-7a6987f7d6a7
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_a43e65ea-ad4c-4de1-855f-264fb88ad27d.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_a43e65ea-ad4c-4de1-855f-264fb88ad27d,,d4083ac0-5ae3-4002-b708-c9d026bd22c0
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_a4b161a4-9c3c-47fd-8831-043f7e377c42.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_a4b161a4-9c3c-47fd-8831-043f7e377c42,,e15c2661-ef88-4319-8b98-b8c5cea459af
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_a5062363-5200-4250-ac1e-16fa22859986.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_a5062363-5200-4250-ac1e-16fa22859986,,4371b1ab-fb1c-4521-8bee-736445fb07c6
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_aa445b8d-4f02-4443-ad0b-595becd418a6.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_aa445b8d-4f02-4443-ad0b-595becd418a6,,60f1a123-c2d5-4b19-8fda-edea3273f5a9
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_ac80f08e-9944-4350-9a63-63557455e54f.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_ac80f08e-9944-4350-9a63-63557455e54f,,0c4064b3-24d5-4abb-9750-9e159bdcb1a3
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_ac99c4be-fabc-485e-853f-0d39068680d7.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_ac99c4be-fabc-485e-853f-0d39068680d7,,5dbaf8d7-eb4f-4860-9228-1da5f70bfbc8
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_acf5c056-7dbf-4af9-b3b1-f5cd7a9dbce5.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_acf5c056-7dbf-4af9-b3b1-f5cd7a9dbce5,,39733ffc-e1cd-448a-9453-5ec51048c04f
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_ad5c52b5-bbcb-49ba-ab43-c0985c6be934.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_ad5c52b5-bbcb-49ba-ab43-c0985c6be934,,d576fd3d-1884-4230-8e11-289fff068476
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_b02b69a3-bb76-4f7f-b5a7-469245e1919a.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_b02b69a3-bb76-4f7f-b5a7-469245e1919a,,4d18d76f-3037-4fbf-8e00-c7e4d6c6a0ee
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_b1a61984-c291-4452-9b8d-623ed46574db.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_b1a61984-c291-4452-9b8d-623ed46574db,,9e4e7cad-0320-4400-b8bd-2132187187f2
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_b757fccc-aa49-4f76-9bad-7aaf1dc6b28b.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_b757fccc-aa49-4f76-9bad-7aaf1dc6b28b,,c087ddab-b473-4963-93f3-c1c0b2b357ac
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_bb35e89c-e108-411c-800f-6ef8d01658ff.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_bb35e89c-e108-411c-800f-6ef8d01658ff,,acf33080-6ac8-4709-a0cc-2726d822a42b
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_bc8e04a1-9474-4128-a004-4fe38e7e150f.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_bc8e04a1-9474-4128-a004-4fe38e7e150f,,74fec368-d1fd-48c8-855c-617879f13e63
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_bcf3df37-ac64-4d60-9de2-aa90782c5b34.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_bcf3df37-ac64-4d60-9de2-aa90782c5b34,,fac89c28-6692-4ed7-9e84-df4a9e0d1c57
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_c08185c8-0b2f-4aa3-af8c-1d311d5c2a3a.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_c08185c8-0b2f-4aa3-af8c-1d311d5c2a3a,,cff8bca3-3fd4-4870-9a45-b657e07812f4
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_c0d40afb-3a58-41a1-91ca-c62c3d3bae09.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_c0d40afb-3a58-41a1-91ca-c62c3d3bae09,,dc0170d4-2056-40bd-9a77-53971f7f1a73
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_c1ba4798-8ba4-4972-a733-5f037f9a0980.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_c1ba4798-8ba4-4972-a733-5f037f9a0980,,ee482bae-5fda-4759-9b14-9170307f4135
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_c2b74306-a09c-41ea-961f-5ddacaea4d8b.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_c2b74306-a09c-41ea-961f-5ddacaea4d8b,,c97e5bd8-645b-4120-a5c4-2a97dc91a4fa
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_c6f48b09-8e03-4113-8748-c878181360b6.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_c6f48b09-8e03-4113-8748-c878181360b6,,3f23bad9-f5dc-419e-8fdf-8f65c8583eb1
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_c8c5cfe7-7ab7-4734-8904-49005551aa4a.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_c8c5cfe7-7ab7-4734-8904-49005551aa4a,,5775b6b7-287e-45bb-9cc1-bbf1e86e484e
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_c9b31d5b-a7dc-4404-ad45-48e17362770c.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_c9b31d5b-a7dc-4404-ad45-48e17362770c,,e4744892-84d2-4363-bd9e-d2650b559c57
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_cd48709e-408c-49fa-ba94-c04ec6cce76e.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_cd48709e-408c-49fa-ba94-c04ec6cce76e,,ae0483ce-ba80-43c8-a84b-8fdd5251f2c7
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_cd4eca78-e564-409a-ab88-1bd7007744c2.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_cd4eca78-e564-409a-ab88-1bd7007744c2,,d8c625e3-c500-4fe9-86b3-c6ec956e504d
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_cd821b5b-2623-43e4-b67f-57d579fc400e.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_cd821b5b-2623-43e4-b67f-57d579fc400e,,ca44e967-6b4f-4a92-bd7c-4bb3c6c14a8f
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_cebfbc82-bdaf-4687-b245-affd569762c1.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_cebfbc82-bdaf-4687-b245-affd569762c1,,198d84ca-cae8-456e-91e0-e7ada8e45bbc
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_d580d19a-fbcd-41a7-bbf5-46be58c9fdd5.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_d580d19a-fbcd-41a7-bbf5-46be58c9fdd5,,6309c33e-60ea-45a1-b4ef-60662c4535cf
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_d6eca468-3e02-4d61-8174-4ee8c28a9d1d.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_d6eca468-3e02-4d61-8174-4ee8c28a9d1d,,cd1f5dae-5c2d-4c5a-997a-a13dbf49426b
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_d9cd643e-7eb2-4078-b7d4-6261fea9cd66.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_d9cd643e-7eb2-4078-b7d4-6261fea9cd66,,ff65b32a-8261-45ca-8847-4451f838cea6
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_daac65e6-0114-497c-923e-742489f6006b.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_daac65e6-0114-497c-923e-742489f6006b,,85c0612c-4134-4777-aaa0-77c96be2983b
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_dcd7aacd-0b90-4f50-854b-3dd87a5ffb12.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_dcd7aacd-0b90-4f50-854b-3dd87a5ffb12,,880b7522-0f61-4002-8929-68f65f6da5c5
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_ded4ece7-1439-4c84-ab37-0bb006b8527e.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_ded4ece7-1439-4c84-ab37-0bb006b8527e,,774ff28b-683e-4562-a99e-b0d99c7adf74
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_e20718e3-6e2e-4668-9ef3-f88a8976dc2d.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_e20718e3-6e2e-4668-9ef3-f88a8976dc2d,,9554466d-1c9e-4074-8a8f-4ec53f13d866
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_e59a4e9e-cacf-4dd0-9523-40d40a4a6bf9.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_e59a4e9e-cacf-4dd0-9523-40d40a4a6bf9,,bf69af19-4b71-4b28-8274-ae2ed23bbdde
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_e8f034e6-8eb8-4577-ba96-6a97bb81c8f5.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_e8f034e6-8eb8-4577-ba96-6a97bb81c8f5,,01fe8fdc-1c8c-457f-a744-a658a90a414a
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_ea0b5414-aa5a-40bb-88a1-4082690bfe5d.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_ea0b5414-aa5a-40bb-88a1-4082690bfe5d,,a6bfc2e1-5848-4f7b-a856-00cb7247802f
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_ea825cf1-037c-4fb3-9123-34d41aa47a06.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_ea825cf1-037c-4fb3-9123-34d41aa47a06,,d15c9e4d-efa6-46c9-a849-246604285c59
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_eac03e5a-b6e1-46fa-8ca6-cef33f39ff4d.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_eac03e5a-b6e1-46fa-8ca6-cef33f39ff4d,,7a19aebe-2a93-4c30-b1c7-729ed0ff872d
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_eb68bad1-b968-411e-b92f-f36c6abbd19d.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_eb68bad1-b968-411e-b92f-f36c6abbd19d,,3e08420e-a979-4599-8853-f80a82b59dbc
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_effd522b-b03a-49c3-88fe-1240835fef98.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_effd522b-b03a-49c3-88fe-1240835fef98,,2e8f5de4-991f-4125-b3d9-168e06c0c8f2
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_f06a2fa1-388c-474d-a3a0-2bf137ff06d4.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_f06a2fa1-388c-474d-a3a0-2bf137ff06d4,,461628e2-a3d1-457a-b0a5-d5629b3c64ff
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_f142aaad-c029-4445-8110-9fdfbb1cd5b6.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_f142aaad-c029-4445-8110-9fdfbb1cd5b6,,83d30be7-2064-4142-bf0c-e7d15a8108e7
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_f39db03c-eef5-4ac8-aa18-afa2c5473399.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_f39db03c-eef5-4ac8-aa18-afa2c5473399,,76c45a45-b5ea-4384-ae19-3d6e231f2917
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_f3cb3866-5b6b-4d36-a3fd-095ab6bf7312.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_f3cb3866-5b6b-4d36-a3fd-095ab6bf7312,,054f83a0-b5ec-4572-9320-37c231176296
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_f4b7deb9-e73c-4f53-94e8-5dbd41e8cc48.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_f4b7deb9-e73c-4f53-94e8-5dbd41e8cc48,,f111e79d-5032-40b7-87a0-daa791fdb287
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_f6b32d38-f776-4a05-bf96-8d6746a94ef1.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_f6b32d38-f776-4a05-bf96-8d6746a94ef1,,b1dbb827-4d2a-4c37-9685-8857398f23ca
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_f72d3125-1ca6-47f1-9505-053937281ad6.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_f72d3125-1ca6-47f1-9505-053937281ad6,,6bd5bd13-ec59-4197-a7e5-d7967528f915
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_f7bb80d9-198b-4ebc-9d5a-142cca7445ce.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_f7bb80d9-198b-4ebc-9d5a-142cca7445ce,,d4e2d898-f2b5-48d5-ab07-2fcafe9e4901
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_f7f3b7ac-c84f-4017-a753-6192ae9fb705.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_f7f3b7ac-c84f-4017-a753-6192ae9fb705,,28b9ff9b-1ba2-4083-a5ea-dd99c390bfc6
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_f946d803-7fe1-4e12-85ba-962286615d83.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_f946d803-7fe1-4e12-85ba-962286615d83,,54aa93da-3b9b-427b-8186-dcfba74c113f
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_fcaea0e2-d7e0-4a55-8ced-8a82a2761917.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_fcaea0e2-d7e0-4a55-8ced-8a82a2761917,,c36419e0-d812-4520-a175-8818b0a3ad11
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_fdd4e3a5-c429-413b-90c0-7eca8a366125.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_fdd4e3a5-c429-413b-90c0-7eca8a366125,,350efa21-31da-4787-a4eb-3bbfa1b9ea9e
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\act_capture_level_summary.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,act_capture_level_summary,"One row per act_capture_level_summary record. Source fields include CRM, System prefixes. Related to LocalDateTable_5b05e348-650f-43cc-bd93-4a7e09ed398e (_sys_filter_start_date -> Date), LocalDateTable_d6eca468-3e02-4d61-8174-4ee8c28a9d1d (_sys_filter_end_date -> Date). Supports measures such as _debug_start_val_optimal, _debug_won_amt_check.",000847f7-9192-461b-a532-21ff165a1ddd
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ai_conf_pred_qual_summary.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ai_conf_pred_qual_summary,"One row per ai_conf_pred_qual_summary record. Source fields include System prefixes. Related to LocalDateTable_f7f3b7ac-c84f-4017-a753-6192ae9fb705 (_sys_filter_start_date -> Date), LocalDateTable_049f8c8f-682c-4dba-871b-92ee40d713ba (_sys_process_date -> Date).",60f36592-e343-4460-9acd-949e6c010c46
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\all_act_support.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,all_act_support,TODO: provide business definition for this table.,cbfb3d59-3251-48d9-af0c-ff62df8b9c53
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\auto_currency_format.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,auto_currency_format,TODO: provide business definition for this table.,1b540da5-c49c-4b9a-997f-0bf1b84a7541
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\cal_end_dates.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,cal_end_dates,"TODO: provide business definition for this table. Related to LocalDateTable_d9cd643e-7eb2-4078-b7d4-6261fea9cd66 (Date -> Date), LocalDateTable_5602f5c2-3e02-4d06-8b8b-58f8b352f1c9 (first_of_week_date -> Date), LocalDateTable_e8f034e6-8eb8-4577-ba96-6a97bb81c8f5 (first_of_month_date -> Date). Supports measures such as meas.filter_string_full, DumpFilters cal_end_dates.",0c87fa54-b3b7-47c2-9154-a95fcfb4b586
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\cal_start_dates.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,cal_start_dates,"TODO: provide business definition for this table. Related to LocalDateTable_64251fda-5098-4d5c-a76a-3f9e72cb0712 (Date -> Date), LocalDateTable_f6b32d38-f776-4a05-bf96-8d6746a94ef1 (first_of_week_date -> Date), LocalDateTable_cd821b5b-2623-43e4-b67f-57d579fc400e (first_of_month_date -> Date). Supports measures such as meas.last_selected_date, meas.sel_date.",ae9642a0-a112-45e3-b507-ecb9caa9b8db
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,companies_history,,89cc1c9a-fb50-4d65-a2fb-e604245270ae
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\field_param_perf_metric_sort_selection_slicer.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,field_param_perf_metric_sort_selection_slicer,TODO: provide business definition for this table.,00e6ffaa-efa8-409f-8870-e81c0242e6a0
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\groups.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,groups,,6575302f-eebb-4ceb-8526-d6c50ea7c56c
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\heatmap_graphics.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,heatmap_graphics,One row per heatmap_graphic record. Source fields include System prefixes.,72fd232e-e375-4bf2-be4e-fac7a282cc80
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\last_refresh_date.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,last_refresh_date,TODO: provide business definition for this table. Related to LocalDateTable_f72d3125-1ca6-47f1-9505-053937281ad6 ('Last Refresh Date' -> Date). Supports measures such as meas.last_refresh_date.,516a6aac-c291-4178-a025-061cf7c74376
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\managers_direct.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,managers_direct,"One row per managers_direct record. Source fields include CRM, System, TrueAI prefixes. Related to LocalDateTable_b757fccc-aa49-4f76-9bad-7aaf1dc6b28b (_sys_filt_end_date -> Date), LocalDateTable_61e2a260-d025-4e5b-87c3-d6a748ad3858 (_sys_filt_start_date -> Date), LocalDateTable_097ce628-90f9-407d-90e7-33bef95bf0ac (trueai_hire_date -> Date).",53033c38-7bc9-4974-89e6-b4c77b910e9a
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\managers_total.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,managers_total,"One row per managers_total record. Source fields include CRM, System, TrueAI prefixes. Related to LocalDateTable_3b5894cd-27ee-48ce-903a-7ec09fe33b90 (_sys_filt_end_date -> Date), LocalDateTable_0e7e76d8-1e4d-4c7c-884a-6d7a8d5aa123 (_sys_filt_start_date -> Date), LocalDateTable_2cb1e131-7707-4826-b7bc-6ce26c9410bb (trueai_hire_date -> Date).",bae60098-d84b-46ee-9b2b-8c1b145727ec
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\metadata_ai_scores.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,metadata_ai_scores,,8c96acad-793d-4bbe-aa0a-cbaa0c12a741
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\metadata_ai_scores_analysis_categories.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,metadata_ai_scores_analysis_categories,,2a9487c6-d810-48ea-ac55-50ee75f3d4b8
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\metadata_ai_scores_category_links.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,metadata_ai_scores_category_links,,bfb0fc91-05e3-45e9-bdff-3b40f89bcf3f
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\metadata_aliasing.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,metadata_aliasing,,5369c9af-f905-41c3-b40f-56d9d04e79b6
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\metadata_config.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,metadata_config,,060504ef-be44-4b1b-8905-bcc9a429b3ea
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\metadata_graphics.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,metadata_graphics,,ab15f0f1-0dc9-4338-b6a4-ad87205a536f
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\metadata_heatmap_items.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,metadata_heatmap_items,,00dab9dc-0c89-4db4-8a5a-7354e75406d2
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\metadata_performance_metrics.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,metadata_performance_metrics,TODO: provide business definition for this table. Source fields include System prefixes.,e03bd1ba-d50a-4a2a-ad32-fdb814190b1a
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\metadata_performance_metrics_secondary.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,metadata_performance_metrics_secondary,TODO: provide business definition for this table. Source fields include System prefixes.,4b474304-1968-4ba3-b4ae-9a68a3455707
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\metadata_performance_metrics_slicer.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,metadata_performance_metrics_slicer,TODO: provide business definition for this table.,f205912c-0ca6-4ad7-abe9-94137ab2dcb2
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\metadata_reference_values.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,metadata_reference_values,,69ddee42-4a9a-47f9-9700-a7bf171b9dd2
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\metadata_rule_list.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,metadata_rule_list,"One row per metadata_rule_list record. Source fields include System prefixes. Supports measures such as meas.current_model_rule_count, meas.current_model_rule_count_pct.",e7287056-7315-4540-8d9e-1a4360af9287
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\open_pipeline.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,open_pipeline,,63e68162-90ed-40cd-8e52-99f2a6d679a2
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\opp_line_items.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,opp_line_items,,686ea3a9-2296-4d86-bcfd-80415925b6e8
